hour_of_day,day_of_week,subject,opens,clicks,ctr
18,1,New arrivals just for you,48442,1867,0.0385409355517939
15,2,Don't miss out on these fantastic deals,37180,2448,0.06584185045723508
8,6,New arrivals just for you,36799,990,0.026902904970243755
16,6,Limited time offer: 65% off!,40020,1422,0.03553223388305847
3,6,Limited time offer: 65% off!,16144,3800,0.23538156590683845
12,4,Summer sale starts now!,5603,3562,0.6357308584686775
14,4,Your weekly newsletter,17090,4511,0.2639555295494441
3,5,Don't miss out on these fantastic deals,16413,3659,0.2229330408822275
4,5,Don't miss out on these fantastic deals,2215,2215,1.0
19,3,Your weekly newsletter,4555,4099,0.8998902305159165
10,0,Don't miss out on these fantastic deals,41264,4103,0.0994329197363319
9,3,Limited time offer: 65% off!,25586,1833,0.07164074103025092
7,1,Don't miss out on these fantastic deals,38831,2992,0.07705184002472251
0,4,Don't miss out on these fantastic deals,859,859,1.0
7,2,Limited time offer: 65% off!,31016,1074,0.03462728914108847
14,2,Limited time offer: 65% off!,34282,2276,0.0663905256402777
13,6,Limited time offer: 65% off!,26582,4152,0.15619592205251673
20,2,Your weekly newsletter,46231,33,0.0007138067530444939
3,0,New arrivals just for you,24619,2978,0.12096348348836265
17,0,Your weekly newsletter,28812,518,0.017978620019436346
17,5,New arrivals just for you,19649,4847,0.24667922031655554
5,4,Limited time offer: 65% off!,35692,3405,0.09539952930628712
14,6,Your weekly newsletter,24411,1465,0.060013928147146775
18,4,Summer sale starts now!,525,216,0.4114285714285714
23,4,Limited time offer: 65% off!,35371,4143,0.11712985213875773
18,0,Don't miss out on these fantastic deals,261,261,1.0
2,0,Summer sale starts now!,43503,95,0.0021837574420154934
16,1,Summer sale starts now!,22860,4440,0.1942257217847769
6,3,Don't miss out on these fantastic deals,8991,1273,0.14158603047491936
0,5,Limited time offer: 65% off!,39625,4367,0.11020820189274448
7,1,New arrivals just for you,9456,1907,0.20167089678511
11,3,Limited time offer: 65% off!,5690,4003,0.7035149384885765
21,0,Limited time offer: 65% off!,20023,289,0.0144334015881736
14,2,Limited time offer: 65% off!,40350,4890,0.12118959107806691
15,0,Don't miss out on these fantastic deals,23650,81,0.0034249471458773786
7,5,Limited time offer: 65% off!,5399,2694,0.49898129283200593
13,6,Your weekly newsletter,2680,2680,1.0
7,1,Your weekly newsletter,35351,2283,0.0645809170886255
2,6,New arrivals just for you,44978,4660,0.10360620747921206
17,5,New arrivals just for you,11022,3200,0.2903284340410089
3,4,New arrivals just for you,20513,536,0.02612977136450056
17,3,Don't miss out on these fantastic deals,7326,4166,0.5686595686595687
5,4,Don't miss out on these fantastic deals,25574,1762,0.0688980996324392
21,3,Don't miss out on these fantastic deals,16766,2269,0.13533341285935824
13,3,Your weekly newsletter,4651,1701,0.36572780047301656
11,0,Limited time offer: 65% off!,31493,4856,0.15419299526878988
20,5,Limited time offer: 65% off!,43808,184,0.004200146092037984
5,1,Limited time offer: 65% off!,29814,4679,0.15693969276178976
0,2,Summer sale starts now!,16583,1043,0.06289573659772056
18,3,Summer sale starts now!,3203,1684,0.5257571027162036
16,3,New arrivals just for you,26066,514,0.01971917440343743
13,3,Your weekly newsletter,4302,2943,0.6841004184100419
9,1,Limited time offer: 65% off!,3303,72,0.021798365122615803
13,6,Your weekly newsletter,16353,470,0.028740903809698525
13,4,Limited time offer: 65% off!,25090,1910,0.07612594659226783
2,6,Your weekly newsletter,37762,3933,0.1041523224405487
11,0,New arrivals just for you,45852,4147,0.0904431649655413
21,0,Don't miss out on these fantastic deals,9091,3246,0.35705642943570565
22,0,Summer sale starts now!,8076,3597,0.44539375928677566
19,2,Don't miss out on these fantastic deals,21899,2844,0.12986894378738756
4,4,Don't miss out on these fantastic deals,30660,1663,0.05424005218525767
19,5,Your weekly newsletter,10383,747,0.07194452470384281
8,5,Don't miss out on these fantastic deals,13205,1510,0.11435062476334722
6,5,Don't miss out on these fantastic deals,22560,1768,0.07836879432624114
11,1,New arrivals just for you,6255,1687,0.2697042366107114
1,0,Summer sale starts now!,22070,3885,0.17603081105573176
11,0,Summer sale starts now!,45563,45,0.000987643482650396
1,4,Don't miss out on these fantastic deals,18803,1276,0.06786151146093708
7,2,Summer sale starts now!,20672,3444,0.16660216718266255
13,6,Your weekly newsletter,8665,3559,0.410732833237161
4,3,Your weekly newsletter,21174,2264,0.10692358552942288
12,2,Limited time offer: 65% off!,41844,1266,0.03025523372526527
18,0,Don't miss out on these fantastic deals,49780,4682,0.09405383688228204
8,2,Limited time offer: 65% off!,44323,2880,0.06497755115854072
2,1,Summer sale starts now!,14024,4011,0.2860096976611523
14,1,Don't miss out on these fantastic deals,26171,1074,0.041037789920140615
1,0,Your weekly newsletter,11857,1207,0.10179640718562874
9,4,Your weekly newsletter,28982,1634,0.05637982195845697
11,4,Limited time offer: 65% off!,6232,1389,0.2228818998716303
6,5,Don't miss out on these fantastic deals,9959,641,0.0643638919570238
9,6,Don't miss out on these fantastic deals,24710,3620,0.14649939295831646
22,4,Summer sale starts now!,45460,1924,0.042322921249450064
7,4,Your weekly newsletter,8307,205,0.024677982424461297
19,3,Don't miss out on these fantastic deals,31306,403,0.012872931706382163
12,1,Summer sale starts now!,4252,4252,1.0
15,6,New arrivals just for you,12005,445,0.037067888379841735
23,0,Your weekly newsletter,42284,1526,0.03608930091760477
16,6,Don't miss out on these fantastic deals,9345,1403,0.15013376136971643
3,0,Your weekly newsletter,15645,4933,0.31530840524129117
9,5,Limited time offer: 65% off!,14742,1844,0.12508479175145842
19,2,Don't miss out on these fantastic deals,19589,2612,0.1333401398744193
21,0,New arrivals just for you,12011,2958,0.246274248605445
2,4,Limited time offer: 65% off!,19423,3357,0.1728363280646656
11,6,New arrivals just for you,16667,3502,0.2101157976840463
21,0,Your weekly newsletter,14404,1844,0.12801999444598722
7,3,Limited time offer: 65% off!,3340,3340,1.0
10,0,Don't miss out on these fantastic deals,7937,631,0.07950107093360212
0,1,Limited time offer: 65% off!,14419,2903,0.2013315763922602
22,2,Don't miss out on these fantastic deals,18774,578,0.03078725897517844
2,3,Limited time offer: 65% off!,16120,2922,0.18126550868486352
19,0,Don't miss out on these fantastic deals,31619,942,0.029792213542490276
1,0,Your weekly newsletter,29721,1020,0.034319168264863226
23,2,New arrivals just for you,20188,747,0.03700217951258173
3,5,Don't miss out on these fantastic deals,19566,2123,0.10850454870694061
13,0,Summer sale starts now!,2756,2756,1.0
19,5,New arrivals just for you,2786,2786,1.0
1,6,New arrivals just for you,13226,3651,0.2760471797973688
5,6,Limited time offer: 65% off!,1637,1637,1.0
16,0,New arrivals just for you,22929,3397,0.1481529940250338
9,2,Limited time offer: 65% off!,6000,4218,0.703
22,5,Don't miss out on these fantastic deals,20860,3713,0.1779961649089166
21,3,Don't miss out on these fantastic deals,7860,2703,0.34389312977099235
14,1,Your weekly newsletter,28163,2587,0.09185811170684942
1,4,Summer sale starts now!,6905,1453,0.210427226647357
8,5,Limited time offer: 65% off!,6771,202,0.029833111800324916
21,0,Summer sale starts now!,21554,3494,0.16210448176672543
8,4,Your weekly newsletter,18660,1744,0.09346195069667738
1,0,New arrivals just for you,26926,2699,0.10023768847953651
13,0,New arrivals just for you,31067,692,0.022274439115460135
0,3,Summer sale starts now!,18857,951,0.05043220024394124
4,2,Limited time offer: 65% off!,3823,3389,0.8864765890661784
16,4,Your weekly newsletter,33099,3937,0.11894619172784676
16,3,New arrivals just for you,8256,1957,0.23703972868217055
0,5,Limited time offer: 65% off!,40327,3945,0.0978252783494929
10,4,Don't miss out on these fantastic deals,48507,4243,0.08747191127053827
2,3,New arrivals just for you,1916,476,0.24843423799582465
4,3,New arrivals just for you,734,734,1.0
21,0,Don't miss out on these fantastic deals,10822,869,0.08029939013121419
7,4,Limited time offer: 65% off!,7917,4778,0.6035114310976379
2,6,Don't miss out on these fantastic deals,7344,3914,0.5329520697167756
5,3,Your weekly newsletter,46920,4125,0.0879156010230179
12,5,Don't miss out on these fantastic deals,9053,629,0.06947973047608527
14,6,Your weekly newsletter,21950,1751,0.07977220956719817
18,5,New arrivals just for you,24563,2452,0.0998249399503318
21,5,New arrivals just for you,31695,2914,0.09193879160750908
7,2,Limited time offer: 65% off!,24334,198,0.008136763376345854
14,1,Don't miss out on these fantastic deals,43832,3356,0.07656506661799599
15,2,New arrivals just for you,46145,4065,0.08809188427781992
16,2,Your weekly newsletter,36505,4224,0.11571017668812492
22,5,Limited time offer: 65% off!,38472,2172,0.05645664379288833
13,4,Summer sale starts now!,2275,2275,1.0
6,4,Don't miss out on these fantastic deals,7580,191,0.025197889182058047
12,2,Limited time offer: 65% off!,41074,3814,0.09285679505283148
4,4,Your weekly newsletter,16413,1165,0.07098032047767014
5,3,Don't miss out on these fantastic deals,25955,2913,0.11223271046041225
23,4,Don't miss out on these fantastic deals,44408,2873,0.06469555035128806
23,1,Don't miss out on these fantastic deals,46364,3937,0.08491502027435079
0,5,Don't miss out on these fantastic deals,17560,2641,0.15039863325740319
4,4,Limited time offer: 65% off!,17872,2911,0.16288048343777978
15,1,New arrivals just for you,37245,1573,0.04223385689354276
8,4,Summer sale starts now!,8007,4822,0.6022230548270263
22,5,Don't miss out on these fantastic deals,8003,3318,0.4145945270523554
14,5,Don't miss out on these fantastic deals,35636,1583,0.04442137164664946
11,6,Summer sale starts now!,34514,4097,0.1187054528597091
16,5,Don't miss out on these fantastic deals,33110,2174,0.06565992147387496
2,1,Your weekly newsletter,10597,638,0.060205718599603664
23,0,Limited time offer: 65% off!,20984,3832,0.18261532596263821
16,6,Limited time offer: 65% off!,14197,1035,0.07290272592801296
3,3,New arrivals just for you,4037,4037,1.0
15,6,Don't miss out on these fantastic deals,22775,470,0.020636663007683863
9,0,Limited time offer: 65% off!,35994,4790,0.13307773517808524
9,0,Summer sale starts now!,20105,213,0.010594379507585178
22,5,Limited time offer: 65% off!,38068,1631,0.04284438373437007
23,6,Limited time offer: 65% off!,45166,4744,0.10503476066067396
18,5,Your weekly newsletter,27067,4797,0.17722688144234677
3,1,Your weekly newsletter,46646,1590,0.034086524032071346
6,6,Don't miss out on these fantastic deals,3435,2970,0.8646288209606987
21,2,Don't miss out on these fantastic deals,7841,3394,0.43285295242953703
7,5,New arrivals just for you,6437,2755,0.42799440733260835
1,0,Don't miss out on these fantastic deals,5788,3578,0.6181755355908777
15,5,Your weekly newsletter,20159,490,0.02430676124807778
15,0,Don't miss out on these fantastic deals,25151,1389,0.05522643234861437
1,5,Summer sale starts now!,30477,3697,0.12130459034681891
6,3,Your weekly newsletter,11786,1311,0.11123366706261667
18,1,New arrivals just for you,19975,2641,0.13221526908635794
16,3,Limited time offer: 65% off!,9127,886,0.09707461378328038
12,2,Your weekly newsletter,34585,1196,0.03458146595344803
23,4,Don't miss out on these fantastic deals,38650,3174,0.08212160413971539
17,6,Limited time offer: 65% off!,5805,1979,0.3409130060292851
1,1,New arrivals just for you,1487,1487,1.0
23,6,Summer sale starts now!,38534,1906,0.04946281206207505
4,5,Your weekly newsletter,34346,4567,0.13297036044954288
2,5,New arrivals just for you,45312,3022,0.06669314971751412
7,3,Your weekly newsletter,46045,408,0.008860896948637204
1,3,Don't miss out on these fantastic deals,29778,869,0.02918261804016388
17,3,Summer sale starts now!,28889,4044,0.13998407698431928
8,4,Your weekly newsletter,25292,4803,0.18990194527913964
10,1,New arrivals just for you,1642,312,0.1900121802679659
15,6,Limited time offer: 65% off!,49628,1381,0.02782703312646087
12,1,Limited time offer: 65% off!,22057,2184,0.09901618533798794
11,5,Don't miss out on these fantastic deals,9199,3078,0.33460158712903576
1,1,Limited time offer: 65% off!,30577,3777,0.12352421754913824
1,6,Don't miss out on these fantastic deals,8754,995,0.11366232579392278
21,6,Limited time offer: 65% off!,9738,4282,0.4397206818648593
16,2,New arrivals just for you,35337,4992,0.14126835894388318
0,0,Limited time offer: 65% off!,34906,3261,0.09342233426918008
23,5,Summer sale starts now!,10599,3689,0.3480517029908482
13,6,Don't miss out on these fantastic deals,8759,2042,0.23313163603151044
8,0,New arrivals just for you,18256,510,0.027936021034180542
3,6,Don't miss out on these fantastic deals,1858,295,0.158772874058127
21,3,Summer sale starts now!,22550,1038,0.0460310421286031
1,6,Limited time offer: 65% off!,32400,3219,0.09935185185185186
16,6,Don't miss out on these fantastic deals,7764,641,0.08256053580628542
9,2,Don't miss out on these fantastic deals,302,302,1.0
4,4,Your weekly newsletter,34467,4116,0.11941857428844982
19,6,Don't miss out on these fantastic deals,11423,1423,0.12457322944935656
6,5,New arrivals just for you,4915,2531,0.5149542217700915
1,1,Summer sale starts now!,43486,3985,0.0916386883134802
12,3,Limited time offer: 65% off!,31169,3400,0.1090827424684783
13,1,New arrivals just for you,49084,2405,0.048997636704425064
6,5,Limited time offer: 65% off!,17533,3880,0.22129698283237323
22,6,Limited time offer: 65% off!,1986,1986,1.0
1,5,Limited time offer: 65% off!,12998,581,0.04469918448992152
7,5,Your weekly newsletter,20750,4748,0.22881927710843372
5,6,Your weekly newsletter,1741,744,0.4273406088454911
2,6,Summer sale starts now!,20888,3862,0.18489084641899656
14,0,Summer sale starts now!,14821,4414,0.2978206598745024
17,1,Your weekly newsletter,19330,826,0.04273150543197103
22,0,Don't miss out on these fantastic deals,24934,824,0.03304724472607684
12,1,Limited time offer: 65% off!,40713,360,0.008842384496352516
1,2,Don't miss out on these fantastic deals,15216,4240,0.2786540483701367
1,6,Summer sale starts now!,46393,2140,0.04612764856767185
18,1,New arrivals just for you,20765,1381,0.06650614013965808
10,6,Limited time offer: 65% off!,6970,1483,0.2127690100430416
18,4,Your weekly newsletter,10970,3688,0.33618960802187786
3,1,Summer sale starts now!,41980,1606,0.038256312529776085
13,5,New arrivals just for you,45763,591,0.012914363131787688
19,0,Summer sale starts now!,8645,4376,0.5061885482938114
15,2,Summer sale starts now!,39961,286,0.007156978053602262
12,2,Summer sale starts now!,13364,42,0.0031427716252618977
12,3,Summer sale starts now!,20118,4070,0.20230639228551545
20,6,Your weekly newsletter,35937,3017,0.08395247238222445
18,4,New arrivals just for you,3567,3567,1.0
9,6,New arrivals just for you,6887,4542,0.6595034122259329
8,0,New arrivals just for you,9844,3947,0.4009548963835839
14,2,Don't miss out on these fantastic deals,49935,4120,0.08250725943726844
16,3,Don't miss out on these fantastic deals,5433,4339,0.7986379532486656
18,1,Your weekly newsletter,43485,1163,0.02674485454754513
17,5,Your weekly newsletter,6687,2928,0.4378645132346344
22,6,Your weekly newsletter,29354,4390,0.1495537235129795
12,0,Limited time offer: 65% off!,11348,4975,0.43840324286217836
19,1,Don't miss out on these fantastic deals,13862,3620,0.26114557783869574
0,6,New arrivals just for you,2895,2895,1.0
19,4,Limited time offer: 65% off!,29293,2885,0.09848769330556788
10,1,Limited time offer: 65% off!,31158,4056,0.13017523589447333
8,6,Summer sale starts now!,39165,3879,0.09904251244733818
18,4,Limited time offer: 65% off!,14715,2975,0.20217465171593613
10,4,Limited time offer: 65% off!,15215,2892,0.19007558330594806
2,0,Summer sale starts now!,19919,4505,0.22616597218735882
12,6,New arrivals just for you,33342,842,0.025253434107132145
7,1,Summer sale starts now!,49834,3150,0.06320985672432476
21,6,Limited time offer: 65% off!,8743,1226,0.14022646688779594
7,1,Limited time offer: 65% off!,13286,2768,0.20833960559987957
2,5,New arrivals just for you,46910,4414,0.09409507567682797
10,5,New arrivals just for you,33694,2505,0.07434558081557548
17,6,Limited time offer: 65% off!,9111,4238,0.4651520140489518
10,2,Limited time offer: 65% off!,26821,1476,0.05503150516386414
18,5,Summer sale starts now!,21238,4434,0.2087767209718429
13,3,Your weekly newsletter,4322,754,0.17445627024525684
18,1,New arrivals just for you,35156,4458,0.12680623506656047
14,3,Don't miss out on these fantastic deals,21818,3301,0.15129709414245118
7,4,Limited time offer: 65% off!,27327,2627,0.09613203059245434
4,0,Don't miss out on these fantastic deals,22182,2692,0.12135966098638536
3,6,Limited time offer: 65% off!,24713,1556,0.06296281309432282
6,5,Don't miss out on these fantastic deals,27969,2249,0.08041045443169223
5,5,New arrivals just for you,48467,1846,0.038087771060721726
19,3,Summer sale starts now!,41399,4736,0.11439889852411894
6,6,New arrivals just for you,34597,2407,0.06957250628667226
3,1,Summer sale starts now!,23505,2837,0.12069772388853435
2,1,Summer sale starts now!,31842,779,0.024464543684441932
15,4,Limited time offer: 65% off!,8428,328,0.03891789273849074
7,4,New arrivals just for you,40676,102,0.002507621201691415
4,0,Your weekly newsletter,46211,2441,0.05282292094955746
17,5,New arrivals just for you,2298,1786,0.7771975630983464
9,0,New arrivals just for you,37424,891,0.023808251389482685
21,6,Summer sale starts now!,675,111,0.16444444444444445
21,2,Limited time offer: 65% off!,27188,4403,0.16194644696189495
1,4,Your weekly newsletter,31905,2744,0.08600532831844539
10,0,Summer sale starts now!,11622,4237,0.3645672001376699
20,3,Your weekly newsletter,3316,1684,0.5078407720144753
11,5,New arrivals just for you,8888,2305,0.25933843384338434
14,4,Summer sale starts now!,20300,997,0.04911330049261084
15,3,Your weekly newsletter,4297,2396,0.5575983244123808
21,1,Limited time offer: 65% off!,37261,736,0.01975255629210166
15,4,Summer sale starts now!,30814,4821,0.15645485818134613
20,0,Your weekly newsletter,5536,3903,0.705021676300578
21,3,Don't miss out on these fantastic deals,47296,73,0.001543470906630582
18,3,Summer sale starts now!,42859,2664,0.06215730651671761
13,3,New arrivals just for you,7386,2382,0.32250203086921203
13,5,New arrivals just for you,4469,3425,0.7663906914298501
15,1,Limited time offer: 65% off!,19563,2973,0.15197055666308848
19,4,Limited time offer: 65% off!,11726,3162,0.2696571720961965
19,5,Don't miss out on these fantastic deals,16194,3275,0.20223539582561442
12,1,Don't miss out on these fantastic deals,6824,2428,0.35580304806565066
22,2,Summer sale starts now!,16910,1489,0.08805440567711413
15,5,Summer sale starts now!,13077,980,0.07494073564273152
11,5,Don't miss out on these fantastic deals,12933,1279,0.0988943013995206
7,0,Don't miss out on these fantastic deals,31330,1053,0.033609958506224065
19,3,Limited time offer: 65% off!,37509,384,0.010237542989682475
2,4,Your weekly newsletter,4691,1006,0.21445320827115755
23,5,Summer sale starts now!,11819,3919,0.3315847364413233
11,4,Limited time offer: 65% off!,4065,3900,0.959409594095941
5,0,New arrivals just for you,1010,1010,1.0
13,2,New arrivals just for you,3543,3133,0.8842788597233983
8,1,Summer sale starts now!,10955,313,0.02857142857142857
22,5,New arrivals just for you,8048,4365,0.5423707753479126
4,6,Summer sale starts now!,16146,2765,0.17124984516288863
23,1,Summer sale starts now!,23795,2717,0.11418365202773692
14,4,Limited time offer: 65% off!,9039,2467,0.27292842128554046
22,0,Don't miss out on these fantastic deals,33478,4174,0.12467889360176833
14,0,Don't miss out on these fantastic deals,41468,1759,0.042418250217034825
0,0,New arrivals just for you,42466,565,0.013304761456223802
18,4,Your weekly newsletter,13701,1211,0.08838770892635574
19,5,Limited time offer: 65% off!,36439,3410,0.09358105326710393
5,4,Don't miss out on these fantastic deals,23029,4704,0.2042641886317252
5,3,Don't miss out on these fantastic deals,1057,1057,1.0
10,1,Limited time offer: 65% off!,17159,1695,0.0987819803018824
23,1,Your weekly newsletter,7542,4649,0.6164147440997083
20,0,New arrivals just for you,34754,2486,0.07153133452264487
15,1,Your weekly newsletter,36414,3565,0.09790190586038337
22,5,Your weekly newsletter,14964,3924,0.26222935044105855
7,2,Summer sale starts now!,28286,2316,0.0818779608286785
17,4,New arrivals just for you,36471,2158,0.05917029969016479
23,1,New arrivals just for you,19279,3823,0.1982986669433062
13,1,New arrivals just for you,25672,3166,0.1233250233717669
10,2,Limited time offer: 65% off!,42317,4410,0.10421343668029397
16,2,New arrivals just for you,421,421,1.0
3,3,Your weekly newsletter,14687,3543,0.24123374412745965
3,1,Don't miss out on these fantastic deals,10489,1553,0.14805987224711603
2,6,Limited time offer: 65% off!,40047,916,0.02287312407920693
10,1,Summer sale starts now!,9035,1438,0.15915882678472607
2,6,Your weekly newsletter,9917,3461,0.3489966723807603
16,4,Limited time offer: 65% off!,17058,4144,0.24293586586938679
16,6,Your weekly newsletter,25208,2269,0.09001110758489368
11,5,Limited time offer: 65% off!,25757,1270,0.049306984509065496
19,2,Your weekly newsletter,41128,3991,0.09703851390780004
14,3,New arrivals just for you,5730,4862,0.8485165794066317
9,3,New arrivals just for you,25314,3279,0.1295330647072766
21,1,Limited time offer: 65% off!,14472,2612,0.1804864566058596
9,3,Limited time offer: 65% off!,2062,2062,1.0
11,3,Don't miss out on these fantastic deals,15111,3155,0.20878829991396997
16,4,Your weekly newsletter,48209,4721,0.09792777282250202
14,2,Summer sale starts now!,40022,601,0.01501674079256409
4,5,New arrivals just for you,36640,845,0.02306222707423581
18,4,Summer sale starts now!,48714,2118,0.043478260869565216
15,2,Your weekly newsletter,8625,707,0.08197101449275362
23,5,Limited time offer: 65% off!,16250,1686,0.10375384615384615
6,6,Summer sale starts now!,9762,2122,0.2173734890391313
17,6,Your weekly newsletter,7931,4356,0.5492371705963939
3,5,Limited time offer: 65% off!,28809,4978,0.17279322433961608
15,4,Summer sale starts now!,42957,4381,0.10198570663686943
15,4,Don't miss out on these fantastic deals,5264,1787,0.33947568389057753
5,4,Don't miss out on these fantastic deals,14986,1788,0.11931135726678233
15,1,Your weekly newsletter,37483,3684,0.0982845556652349
23,6,New arrivals just for you,17641,1244,0.07051754435689586
18,2,New arrivals just for you,22109,4259,0.192636482880275
1,1,New arrivals just for you,11504,728,0.06328233657858136
17,2,Limited time offer: 65% off!,18845,3762,0.19962854868665428
11,0,Your weekly newsletter,15340,3068,0.2
15,6,Your weekly newsletter,19844,2329,0.11736545051400928
3,6,Limited time offer: 65% off!,39527,3365,0.08513168214132112
0,4,Summer sale starts now!,25712,80,0.0031113876789047915
15,4,Summer sale starts now!,1117,711,0.6365264100268576
8,1,Don't miss out on these fantastic deals,10688,2204,0.2062125748502994
0,3,Your weekly newsletter,9483,3630,0.38279025624802276
5,1,Limited time offer: 65% off!,18940,2496,0.1317845828933474
21,1,Limited time offer: 65% off!,7601,4642,0.6107091172214182
9,2,Limited time offer: 65% off!,2491,2491,1.0
15,6,Don't miss out on these fantastic deals,20429,876,0.042880219296098684
12,6,Summer sale starts now!,44214,4877,0.11030442846157326
4,0,Limited time offer: 65% off!,27247,2574,0.0944691158659669
7,1,Limited time offer: 65% off!,19232,4466,0.23221713810316139
11,2,Limited time offer: 65% off!,21686,4224,0.1947800424236835
13,1,Limited time offer: 65% off!,8570,2356,0.2749124854142357
9,1,New arrivals just for you,43825,3632,0.082875071306332
14,5,Summer sale starts now!,33757,2616,0.07749503806617887
19,4,New arrivals just for you,43284,914,0.021116347842158767
12,1,Summer sale starts now!,17916,1517,0.08467291806206742
5,3,Limited time offer: 65% off!,25417,4870,0.19160404453712082
14,1,Your weekly newsletter,12291,868,0.07062077943210479
4,0,Limited time offer: 65% off!,30900,2695,0.0872168284789644
0,0,Summer sale starts now!,16185,802,0.04955205437133148
22,3,Don't miss out on these fantastic deals,26605,2330,0.08757752302198835
19,4,Don't miss out on these fantastic deals,47753,2245,0.047012753125458086
4,2,Limited time offer: 65% off!,43999,1623,0.036887201981863224
23,0,Don't miss out on these fantastic deals,22797,4327,0.189805676185463
23,5,Your weekly newsletter,31610,1712,0.054160075925340084
16,6,New arrivals just for you,8536,3108,0.3641049671977507
11,4,Limited time offer: 65% off!,21058,1916,0.09098679836641656
11,5,Summer sale starts now!,34028,4117,0.12098859762548489
22,1,Don't miss out on these fantastic deals,42499,1100,0.02588296195204593
11,2,New arrivals just for you,39071,153,0.003915947889739192
9,4,Summer sale starts now!,23937,2434,0.101683586080127
20,0,New arrivals just for you,13891,1704,0.12266935425815276
2,2,New arrivals just for you,5801,4303,0.7417686605757629
10,0,Don't miss out on these fantastic deals,6280,1971,0.3138535031847134
9,1,Your weekly newsletter,6300,2422,0.3844444444444444
21,5,New arrivals just for you,2366,380,0.16060862214708369
19,2,Summer sale starts now!,37867,1311,0.03462117410938284
12,5,Limited time offer: 65% off!,40322,3033,0.07521948316055752
1,3,Your weekly newsletter,22103,245,0.011084468171741392
18,2,Don't miss out on these fantastic deals,6719,4898,0.7289775264176217
11,1,New arrivals just for you,10632,4927,0.4634123401053424
6,2,Your weekly newsletter,9167,1217,0.13275880877059015
17,3,Don't miss out on these fantastic deals,26442,417,0.01577036532788745
11,4,Don't miss out on these fantastic deals,9864,4527,0.45894160583941607
20,1,Don't miss out on these fantastic deals,23567,2341,0.09933381423176475
17,1,Limited time offer: 65% off!,21738,2770,0.1274266261845616
23,2,New arrivals just for you,1648,1648,1.0
2,6,Your weekly newsletter,11354,4733,0.4168574951558922
4,0,Summer sale starts now!,18347,3570,0.1945822205265166
18,6,Your weekly newsletter,6782,1718,0.25331760542612797
23,6,Limited time offer: 65% off!,30960,2665,0.08607881136950904
21,1,New arrivals just for you,15700,3867,0.24630573248407645
5,0,Limited time offer: 65% off!,26172,1561,0.05964389423811707
2,4,New arrivals just for you,1226,1226,1.0
15,6,Don't miss out on these fantastic deals,27287,2545,0.09326785648843772
14,0,New arrivals just for you,2991,717,0.23971915747241726
20,5,Don't miss out on these fantastic deals,15583,3484,0.2235769749085542
10,2,Summer sale starts now!,9800,4319,0.4407142857142857
5,5,Summer sale starts now!,35946,3732,0.10382240026706727
2,5,Limited time offer: 65% off!,4418,184,0.04164780443639656
12,4,Your weekly newsletter,29320,3899,0.13298090040927693
10,0,Limited time offer: 65% off!,9741,2464,0.25295144235704753
3,2,Your weekly newsletter,13344,2958,0.2216726618705036
10,6,Limited time offer: 65% off!,22763,2986,0.13117778851645215
18,5,Don't miss out on these fantastic deals,32889,3035,0.09228009364833227
2,6,Limited time offer: 65% off!,29647,2484,0.08378588052754073
18,4,New arrivals just for you,14567,714,0.0490148966842864
11,6,Limited time offer: 65% off!,46825,3997,0.08536038441003738
8,3,Limited time offer: 65% off!,9966,3840,0.38531005418422637
11,5,Your weekly newsletter,308,308,1.0
8,1,Don't miss out on these fantastic deals,12851,3697,0.28768189245973075
5,4,Summer sale starts now!,31705,974,0.03072070651316827
0,3,Limited time offer: 65% off!,35469,461,0.012997265217513885
1,2,New arrivals just for you,2132,1840,0.8630393996247655
16,3,Your weekly newsletter,44449,3572,0.08036176291930078
17,2,Summer sale starts now!,8077,3709,0.4592051504271388
11,6,Don't miss out on these fantastic deals,42360,570,0.013456090651558074
2,1,Don't miss out on these fantastic deals,47243,1383,0.029274178185127956
11,5,Your weekly newsletter,11069,1135,0.1025386213750113
6,0,Summer sale starts now!,48252,804,0.01666252176075603
4,3,Your weekly newsletter,13693,1786,0.13043160739063756
5,1,Don't miss out on these fantastic deals,44737,2226,0.04975747144421843
13,2,New arrivals just for you,4047,1508,0.37262169508277737
9,0,Summer sale starts now!,1153,1153,1.0
16,1,New arrivals just for you,30376,3059,0.1007045035554385
6,1,Don't miss out on these fantastic deals,14394,3067,0.21307489231624288
14,0,Your weekly newsletter,1468,374,0.2547683923705722
18,2,New arrivals just for you,5196,1890,0.36374133949191684
9,4,Summer sale starts now!,10217,3075,0.30096897327982775
17,4,Your weekly newsletter,9214,4709,0.511070110701107
22,4,New arrivals just for you,18268,3815,0.20883512152397635
18,3,Summer sale starts now!,3839,504,0.13128418859077884
13,4,Summer sale starts now!,28637,3127,0.10919439885462863
9,2,Limited time offer: 65% off!,44506,2352,0.05284680717206669
14,5,Limited time offer: 65% off!,3100,3100,1.0
2,4,Limited time offer: 65% off!,20775,1663,0.08004813477737666
0,3,Your weekly newsletter,6980,3548,0.5083094555873926
7,3,Summer sale starts now!,25879,2464,0.09521233432512849
13,6,Summer sale starts now!,3904,1893,0.4848872950819672
14,6,New arrivals just for you,40949,462,0.011282326796747174
8,6,Your weekly newsletter,822,822,1.0
2,3,Don't miss out on these fantastic deals,32829,1119,0.03408571689664626
18,3,Your weekly newsletter,25398,1233,0.048547129695251594
