send_time,subject,recipients,opens,clicks
2022-11-19 18:21:49,Your weekly newsletter,10979,10979,4637
2023-05-26 22:49:46,Limited time offer: 65% off!,24012,24012,4081
2022-01-25 22:45:45,Your weekly newsletter,88402,48995,2928
2022-06-16 22:44:25,Don't miss out on these fantastic deals,24654,24654,120
2022-04-07 17:25:27,Summer sale starts now!,29369,26437,468
2022-12-02 23:24:10,Summer sale starts now!,55034,3858,1619
2023-06-23 20:29:24,Summer sale starts now!,65245,43060,1121
2023-09-28 15:00:16,Limited time offer: 65% off!,52882,40325,2274
2022-12-21 22:05:05,Don't miss out on these fantastic deals,47905,33567,796
2023-05-12 23:11:27,Don't miss out on these fantastic deals,72099,9224,4168
2022-11-20 13:51:43,Your weekly newsletter,83087,30142,3497
2022-10-08 03:01:54,Limited time offer: 65% off!,27843,27843,3909
2022-10-10 12:33:22,Your weekly newsletter,54011,15608,3805
2022-07-05 16:08:02,Limited time offer: 65% off!,34078,16271,3686
2022-12-02 21:19:21,Summer sale starts now!,72913,47720,2253
2022-03-29 18:47:17,Your weekly newsletter,71560,45194,3058
2023-05-14 20:40:05,New arrivals just for you,31383,25551,1308
2023-11-22 22:26:56,New arrivals just for you,18399,18399,379
2023-04-16 21:58:07,Don't miss out on these fantastic deals,72500,43183,940
2022-02-14 05:28:16,Don't miss out on these fantastic deals,23909,23909,283
2023-12-09 06:16:43,Summer sale starts now!,39758,39758,3365
2023-10-31 05:29:22,Don't miss out on these fantastic deals,44789,3151,1746
2023-04-02 05:14:54,Your weekly newsletter,50402,33506,4825
2023-04-25 12:47:39,Summer sale starts now!,78234,2533,2533
2022-10-11 05:01:32,Your weekly newsletter,52581,39235,138
2023-07-28 00:21:00,Limited time offer: 65% off!,96481,20558,3433
2022-09-25 10:54:25,Your weekly newsletter,84000,19162,1683
2022-04-27 10:52:08,Limited time offer: 65% off!,95842,22842,672
2022-05-18 20:24:45,Don't miss out on these fantastic deals,27038,27038,1230
2022-12-17 02:25:02,Don't miss out on these fantastic deals,8417,7552,4610
2023-05-26 02:24:16,Summer sale starts now!,88947,37090,1553
2022-03-20 20:23:11,New arrivals just for you,33174,5831,2905
2022-04-28 09:59:05,Don't miss out on these fantastic deals,51219,28311,2758
2022-03-27 23:15:22,Limited time offer: 65% off!,54408,28021,3410
2023-04-22 05:46:16,New arrivals just for you,13907,13907,2185
2023-06-12 22:44:49,Don't miss out on these fantastic deals,62387,23805,3104
2023-12-05 17:44:09,Limited time offer: 65% off!,6413,6413,2803
2022-01-29 04:50:33,New arrivals just for you,20238,13002,3631
2023-09-03 06:21:58,Limited time offer: 65% off!,51465,48373,2588
2023-02-22 20:53:05,Summer sale starts now!,65462,2058,795
2022-07-29 02:40:17,Limited time offer: 65% off!,63419,28277,3780
2023-10-26 09:35:51,New arrivals just for you,49926,37910,2183
2023-05-17 12:10:47,Summer sale starts now!,67499,26035,4576
2023-09-05 22:58:04,Don't miss out on these fantastic deals,81998,14553,2290
2023-02-14 09:17:48,Don't miss out on these fantastic deals,93291,22002,2452
2022-07-25 02:05:31,New arrivals just for you,82876,21601,4070
2022-03-11 07:12:53,Don't miss out on these fantastic deals,11462,11462,2249
2023-01-29 09:49:20,Don't miss out on these fantastic deals,5760,5760,2056
2022-05-25 16:52:05,Summer sale starts now!,67531,4842,4842
2022-10-14 10:35:14,Summer sale starts now!,84887,23869,1010
2023-01-25 13:35:56,Limited time offer: 65% off!,63172,31101,3205
2022-02-26 15:18:53,Your weekly newsletter,48020,14386,1459
2022-11-07 18:00:18,Limited time offer: 65% off!,12850,12850,3991
2022-09-04 15:19:39,Limited time offer: 65% off!,54813,2114,1955
2022-07-19 15:34:08,Don't miss out on these fantastic deals,82399,3846,41
2023-08-19 14:26:14,Summer sale starts now!,96206,7809,2106
2023-10-01 19:25:16,Summer sale starts now!,81010,9731,188
2022-05-15 10:02:19,New arrivals just for you,69060,16983,2613
2022-07-19 09:42:19,Your weekly newsletter,56215,25995,3037
2023-12-04 18:36:09,Your weekly newsletter,44219,19741,3114
2023-03-15 23:47:12,Limited time offer: 65% off!,20468,18474,1321
2022-07-30 18:40:32,Don't miss out on these fantastic deals,2094,2094,1266
2022-09-13 09:47:13,Don't miss out on these fantastic deals,61802,7033,1715
2023-05-25 00:35:06,Don't miss out on these fantastic deals,43052,18909,1090
2023-10-27 23:23:13,Limited time offer: 65% off!,85733,41855,904
2022-06-07 12:24:34,Summer sale starts now!,7671,7671,1640
2022-06-25 21:45:16,Limited time offer: 65% off!,76910,18626,1804
2022-09-08 00:18:20,Summer sale starts now!,95492,28710,88
2023-11-17 20:03:32,New arrivals just for you,20456,20456,1157
2022-10-11 13:27:32,Summer sale starts now!,78854,43832,3624
2022-11-05 04:46:10,Limited time offer: 65% off!,35626,14486,3807
2022-11-14 00:39:22,Don't miss out on these fantastic deals,61748,34433,3070
2023-10-14 03:19:31,New arrivals just for you,51936,27774,499
2022-08-08 23:26:45,Your weekly newsletter,66675,12377,3586
2023-05-01 05:38:33,Limited time offer: 65% off!,33340,24599,206
2023-07-27 05:22:44,Don't miss out on these fantastic deals,77849,17659,504
2023-05-18 20:25:57,Your weekly newsletter,29362,29362,1729
2022-06-10 02:14:28,New arrivals just for you,14532,14532,1615
2022-02-06 10:03:45,New arrivals just for you,9633,9633,2814
2022-05-02 09:27:10,Don't miss out on these fantastic deals,30425,30425,3561
2022-04-25 23:16:15,Don't miss out on these fantastic deals,74404,27617,2941
2022-08-17 01:33:07,Don't miss out on these fantastic deals,14672,14672,1018
2022-04-29 00:54:16,Don't miss out on these fantastic deals,78675,28648,155
2023-10-27 12:51:19,Your weekly newsletter,12909,12909,4653
2022-11-06 22:50:40,Limited time offer: 65% off!,25641,19497,1300
2022-11-26 13:11:34,Your weekly newsletter,11509,11509,4275
2022-10-03 22:19:27,Limited time offer: 65% off!,13208,13208,2850
2022-05-08 15:51:11,Summer sale starts now!,38938,30168,2840
2023-09-17 00:41:39,Your weekly newsletter,64379,47846,3976
2022-10-14 13:15:37,Limited time offer: 65% off!,90658,13984,2246
2022-01-30 14:45:55,Your weekly newsletter,94657,48193,3788
2023-08-14 18:29:19,Summer sale starts now!,21835,21835,1766
2023-04-10 11:47:42,Limited time offer: 65% off!,6951,6951,3831
2022-09-28 05:46:15,Limited time offer: 65% off!,52520,32614,2116
2023-09-02 12:53:18,Limited time offer: 65% off!,33620,33620,4124
2022-05-31 15:33:53,Don't miss out on these fantastic deals,60704,42112,447
2022-01-31 11:25:12,New arrivals just for you,32683,5622,3064
2023-08-01 07:25:25,Limited time offer: 65% off!,58890,29672,2735
2023-05-14 23:12:16,Summer sale starts now!,91474,39621,3924
2022-03-24 06:32:49,Summer sale starts now!,72712,37690,1526
2023-09-19 16:20:01,Summer sale starts now!,36173,16820,4570
2023-01-29 09:47:38,Your weekly newsletter,94360,32016,3971
2022-01-31 15:07:34,Your weekly newsletter,99970,16371,46
2023-11-19 04:56:55,Your weekly newsletter,21411,21411,2452
2022-11-09 17:24:11,New arrivals just for you,62139,25466,3232
2022-12-22 05:01:20,Don't miss out on these fantastic deals,3608,3608,2070
2022-01-02 15:49:13,Summer sale starts now!,7107,7107,785
2022-09-08 01:38:34,Don't miss out on these fantastic deals,75904,5919,3972
2023-10-21 12:29:05,Don't miss out on these fantastic deals,75677,19634,559
2022-05-26 00:12:23,Limited time offer: 65% off!,65321,45254,946
2023-01-16 02:09:22,New arrivals just for you,92460,15880,1052
2022-12-02 00:55:38,Don't miss out on these fantastic deals,67493,1019,1019
2023-11-25 03:12:52,Don't miss out on these fantastic deals,21887,2045,614
2023-11-28 04:22:39,New arrivals just for you,51798,13441,3144
2022-10-13 11:02:39,New arrivals just for you,40833,40833,2397
2022-05-01 20:56:00,Limited time offer: 65% off!,50953,32567,1927
2022-02-02 23:47:37,Don't miss out on these fantastic deals,54182,33683,445
2022-03-15 15:58:44,Don't miss out on these fantastic deals,62162,41097,4096
2022-12-12 23:39:07,Your weekly newsletter,27568,27568,4311
2023-11-24 19:23:17,Summer sale starts now!,64217,13239,4420
2023-01-09 16:26:38,Summer sale starts now!,82219,49619,73
2023-03-07 12:57:08,Don't miss out on these fantastic deals,55932,13552,2928
2023-05-28 03:44:41,Don't miss out on these fantastic deals,34593,20164,3077
2023-07-28 11:28:48,Don't miss out on these fantastic deals,4549,4549,3917
2023-01-13 10:26:57,Your weekly newsletter,36289,34645,223
2022-12-19 17:23:16,New arrivals just for you,27144,27144,4234
2023-07-29 11:32:57,Your weekly newsletter,54085,26075,2100
2023-08-30 01:53:11,Don't miss out on these fantastic deals,67653,11478,3927
2022-10-12 13:38:49,Limited time offer: 65% off!,49674,39331,750
2022-09-02 10:02:37,Your weekly newsletter,94305,25070,2515
2023-09-28 08:16:45,Don't miss out on these fantastic deals,39804,29126,480
2022-11-12 03:51:50,Your weekly newsletter,7215,7215,1667
2023-08-24 18:00:43,Summer sale starts now!,40812,2042,2042
2023-09-17 04:12:44,Summer sale starts now!,19555,14888,4116
2022-11-28 10:40:52,New arrivals just for you,86244,2657,2657
2022-03-03 10:04:48,Limited time offer: 65% off!,22489,22489,1000
2022-08-13 15:52:03,Your weekly newsletter,74491,12289,3436
2023-07-13 17:16:50,Don't miss out on these fantastic deals,20266,20266,4643
2022-10-11 21:38:29,Summer sale starts now!,28466,8880,2974
2023-12-13 15:30:24,Your weekly newsletter,8045,8045,3205
2023-04-04 05:42:31,New arrivals just for you,49299,20571,1931
2023-03-03 14:53:47,Your weekly newsletter,9877,4903,3215
2022-03-29 03:43:44,Summer sale starts now!,70380,49568,3044
2022-12-08 09:30:34,New arrivals just for you,1725,1725,1725
2023-09-19 08:55:19,Summer sale starts now!,63925,28742,4499
2022-09-26 14:48:39,Your weekly newsletter,13080,13080,2661
2023-04-02 01:12:59,Don't miss out on these fantastic deals,91758,9745,2129
2022-12-27 12:29:23,Summer sale starts now!,16164,16164,3282
2022-05-01 15:12:50,New arrivals just for you,70034,31671,2949
2023-11-08 07:09:22,Your weekly newsletter,54133,36678,1328
2023-09-06 11:50:35,Limited time offer: 65% off!,59384,6202,2628
2023-07-25 11:32:11,New arrivals just for you,30536,30536,4109
2023-09-15 08:08:12,New arrivals just for you,63358,31366,4192
2022-04-27 03:29:58,Your weekly newsletter,94683,1846,1846
2023-04-17 01:20:22,New arrivals just for you,73885,46424,1967
2022-09-06 10:57:10,Your weekly newsletter,32266,12840,1426
2023-12-19 07:00:29,Limited time offer: 65% off!,25319,20968,4760
2023-01-20 21:16:21,Summer sale starts now!,5261,5261,231
2022-08-20 07:27:51,New arrivals just for you,17271,17271,2565
2022-12-15 19:02:52,Your weekly newsletter,81690,42937,3121
2022-08-06 03:34:06,Limited time offer: 65% off!,57696,17775,952
2022-02-20 04:58:08,Your weekly newsletter,26006,26006,3741
2022-08-09 03:37:04,Don't miss out on these fantastic deals,80006,48827,356
2022-03-27 10:39:13,New arrivals just for you,96225,19139,1240
2022-07-06 17:32:39,New arrivals just for you,7609,7609,3971
2023-03-05 03:38:18,Don't miss out on these fantastic deals,40076,32018,4218
2023-03-23 15:47:55,Your weekly newsletter,87522,22365,4759
2023-09-21 19:21:04,Limited time offer: 65% off!,37094,33154,884
2023-07-31 09:37:53,New arrivals just for you,24736,24736,2819
2022-04-04 11:54:23,Limited time offer: 65% off!,84415,41876,2910
2023-08-21 17:19:45,Summer sale starts now!,19467,8618,110
2023-03-19 10:53:35,Don't miss out on these fantastic deals,35889,35889,3358
2022-01-30 11:59:51,New arrivals just for you,31998,5654,648
2022-10-20 16:15:51,Don't miss out on these fantastic deals,97239,34429,3258
2022-11-15 06:13:49,New arrivals just for you,57342,41438,4072
2022-12-21 11:53:42,Don't miss out on these fantastic deals,52736,24119,2305
2023-04-10 02:29:34,Summer sale starts now!,41259,20611,2571
2023-11-12 11:35:19,Summer sale starts now!,61440,36057,224
2023-06-19 21:39:51,Limited time offer: 65% off!,20515,20515,2598
2023-07-25 07:54:07,New arrivals just for you,1219,1219,1219
2023-10-23 11:43:30,Limited time offer: 65% off!,18598,18598,3944
2022-05-24 10:52:08,New arrivals just for you,39867,39867,3038
2023-11-16 13:19:41,Your weekly newsletter,82314,991,991
2023-03-26 11:21:01,Limited time offer: 65% off!,59793,36593,893
2023-01-20 16:06:45,Your weekly newsletter,85617,44694,3727
2023-07-03 03:51:00,Limited time offer: 65% off!,42291,27013,1012
2022-05-11 13:19:47,Summer sale starts now!,43098,41454,963
2023-05-10 21:09:01,Don't miss out on these fantastic deals,34107,308,308
2022-02-07 18:34:47,Don't miss out on these fantastic deals,38837,38837,2228
2022-12-01 00:14:53,Don't miss out on these fantastic deals,26622,26622,1853
2023-07-30 20:09:50,Your weekly newsletter,74338,25296,2775
2022-11-09 22:22:40,Your weekly newsletter,20977,20977,2486
2023-11-07 15:01:00,Summer sale starts now!,39295,27242,2651
2022-01-26 04:22:05,Don't miss out on these fantastic deals,4297,4297,1558
2023-04-22 11:32:15,New arrivals just for you,81080,20855,3531
2023-06-12 03:38:00,New arrivals just for you,6137,6137,4126
2022-09-16 23:44:15,Your weekly newsletter,22352,22352,4074
2022-08-28 09:13:24,Limited time offer: 65% off!,42509,2336,259
2022-12-26 18:11:25,Your weekly newsletter,21060,21060,832
2023-05-07 08:09:52,Your weekly newsletter,42738,6967,189
2022-01-23 20:13:11,New arrivals just for you,61805,10606,531
2023-01-31 14:18:41,Summer sale starts now!,85379,35200,1158
2023-11-20 21:16:20,Limited time offer: 65% off!,18598,1043,630
2022-03-21 11:12:21,New arrivals just for you,3660,3660,2710
2022-03-16 19:09:50,Don't miss out on these fantastic deals,41382,41382,3630
2023-06-15 09:17:20,Limited time offer: 65% off!,13087,5927,3383
2023-06-07 14:55:33,Limited time offer: 65% off!,9396,9396,3509
2022-07-14 03:45:48,Don't miss out on these fantastic deals,8490,8490,2373
2022-10-13 03:44:06,Limited time offer: 65% off!,12786,12786,3653
2023-06-05 06:05:34,Summer sale starts now!,38343,16553,2527
2023-05-13 06:30:44,Don't miss out on these fantastic deals,65821,43537,433
2022-06-17 02:22:29,Limited time offer: 65% off!,42216,17735,4344
2023-11-01 10:21:47,Don't miss out on these fantastic deals,73962,15206,1107
2023-09-09 01:25:11,New arrivals just for you,50288,10943,2392
2023-10-16 15:17:51,Limited time offer: 65% off!,53014,14632,1730
2023-06-28 20:34:22,Don't miss out on these fantastic deals,69694,35207,4254
2022-05-29 17:53:32,Limited time offer: 65% off!,50403,38435,4061
2022-10-01 14:54:29,Your weekly newsletter,45118,9521,2309
2023-05-25 03:01:39,Don't miss out on these fantastic deals,75373,5532,4375
2023-09-27 16:55:44,New arrivals just for you,39407,15656,3158
2022-10-05 16:50:54,New arrivals just for you,13631,13631,1545
2022-08-26 22:46:25,Your weekly newsletter,93629,44413,3602
2023-07-15 09:12:59,Don't miss out on these fantastic deals,28677,28677,3444
2023-11-05 06:17:42,Don't miss out on these fantastic deals,82147,39957,1279
2023-02-21 15:50:34,Don't miss out on these fantastic deals,74842,21727,541
2023-11-02 17:33:17,Your weekly newsletter,90377,25382,2794
2023-03-12 08:54:57,Summer sale starts now!,80852,5458,4682
2022-03-24 02:29:36,Summer sale starts now!,27380,1962,1962
2022-03-02 18:04:19,Don't miss out on these fantastic deals,19950,19950,3985
2023-08-11 14:54:25,New arrivals just for you,48424,19881,2491
2023-02-08 12:38:58,Your weekly newsletter,9556,9556,2569
2022-06-07 05:02:07,Your weekly newsletter,11119,11119,2556
2023-08-04 11:54:01,Your weekly newsletter,31630,31630,238
2022-10-04 16:53:59,Your weekly newsletter,13387,13387,3592
2022-06-13 08:43:19,Limited time offer: 65% off!,54154,26995,2761
2022-12-24 01:14:39,Summer sale starts now!,40691,2737,2726
2023-07-28 02:36:53,New arrivals just for you,57328,14545,1323
2022-10-27 01:20:47,Your weekly newsletter,89468,23740,4010
2022-06-27 00:27:07,Your weekly newsletter,23439,23439,610
2023-07-27 18:58:39,Limited time offer: 65% off!,39759,39759,3180
2023-03-01 09:32:34,Your weekly newsletter,12526,12526,1976
2023-04-02 19:34:09,New arrivals just for you,13792,13792,4521
2022-03-11 17:22:59,New arrivals just for you,74768,25023,2108
2022-12-28 02:32:43,New arrivals just for you,4353,4353,2024
2023-11-10 19:56:48,Summer sale starts now!,79742,45868,2511
2022-01-21 05:43:51,Your weekly newsletter,90877,4527,1725
2022-12-27 21:24:23,Your weekly newsletter,52802,14725,2582
2023-07-29 21:35:02,Your weekly newsletter,23909,23909,2770
2022-06-16 08:51:14,Limited time offer: 65% off!,78202,15403,3773
2023-06-23 15:19:59,New arrivals just for you,69706,23243,1121
2022-04-29 10:19:41,Limited time offer: 65% off!,89163,17251,3340
2023-11-20 22:38:13,Summer sale starts now!,90936,36593,105
2023-04-10 14:10:56,Don't miss out on these fantastic deals,11739,11739,4712
2022-07-12 18:28:43,New arrivals just for you,49472,48442,1867
2022-08-10 15:13:21,Don't miss out on these fantastic deals,49817,37180,2448
2023-12-03 08:40:20,New arrivals just for you,36799,36799,990
2023-10-22 16:00:18,Limited time offer: 65% off!,70128,40020,1422
2022-11-20 03:20:13,Limited time offer: 65% off!,24804,16144,3800
2023-07-21 12:44:12,Summer sale starts now!,5603,5603,3562
2022-09-30 14:18:35,Your weekly newsletter,60923,17090,4511
2022-09-17 03:22:25,Don't miss out on these fantastic deals,61400,16413,3659
2023-04-29 04:41:52,Don't miss out on these fantastic deals,30368,2215,2215
2023-07-13 19:31:46,Your weekly newsletter,4555,4555,4099
2023-11-06 10:33:04,Don't miss out on these fantastic deals,56126,41264,4103
2023-02-23 09:37:04,Limited time offer: 65% off!,28772,25586,1833
2022-03-08 07:13:42,Don't miss out on these fantastic deals,57083,38831,2992
2022-06-10 00:57:47,Don't miss out on these fantastic deals,66530,859,859
2022-12-21 07:25:07,Limited time offer: 65% off!,32077,31016,1074
2022-09-28 14:56:55,Limited time offer: 65% off!,34282,34282,2276
2023-09-24 13:48:09,Limited time offer: 65% off!,70262,26582,4152
2023-10-18 20:40:54,Your weekly newsletter,66410,46231,33
2023-02-20 03:19:49,New arrivals just for you,43016,24619,2978
2023-10-30 17:39:15,Your weekly newsletter,87985,28812,518
2022-02-26 17:23:15,New arrivals just for you,52508,19649,4847
2022-12-09 05:20:13,Limited time offer: 65% off!,35692,35692,3405
2022-08-07 14:18:06,Your weekly newsletter,62240,24411,1465
2022-04-22 18:50:05,Summer sale starts now!,25141,525,216
2022-10-07 23:49:52,Limited time offer: 65% off!,48620,35371,4143
2022-02-07 18:30:37,Don't miss out on these fantastic deals,44723,261,261
2022-11-21 02:42:17,Summer sale starts now!,72361,43503,95
2023-06-27 16:23:54,Summer sale starts now!,48469,22860,4440
2023-05-25 06:03:19,Don't miss out on these fantastic deals,8991,8991,1273
2022-01-08 00:27:48,Limited time offer: 65% off!,63536,39625,4367
2023-03-21 07:47:42,New arrivals just for you,9456,9456,1907
2023-05-18 11:35:35,Limited time offer: 65% off!,5690,5690,4003
2023-06-05 21:41:42,Limited time offer: 65% off!,48800,20023,289
2023-01-25 14:45:20,Limited time offer: 65% off!,47709,40350,4890
2023-03-27 15:41:54,Don't miss out on these fantastic deals,28987,23650,81
2022-03-19 07:23:37,Limited time offer: 65% off!,63868,5399,2694
2023-09-10 13:56:13,Your weekly newsletter,2680,2680,2680
2023-11-14 07:30:49,Your weekly newsletter,59493,35351,2283
2022-07-31 02:33:24,New arrivals just for you,71853,44978,4660
2023-06-10 17:56:44,New arrivals just for you,11022,11022,3200
2023-09-08 03:31:27,New arrivals just for you,74115,20513,536
2023-12-21 17:09:35,Don't miss out on these fantastic deals,7326,7326,4166
2022-09-30 05:43:47,Don't miss out on these fantastic deals,34385,25574,1762
2023-06-22 21:03:28,Don't miss out on these fantastic deals,46191,16766,2269
2022-07-21 13:55:13,Your weekly newsletter,56696,4651,1701
2022-04-25 11:52:30,Limited time offer: 65% off!,31493,31493,4856
2023-06-24 20:28:16,Limited time offer: 65% off!,81055,43808,184
2022-09-06 05:57:21,Limited time offer: 65% off!,88232,29814,4679
2022-04-20 00:40:36,Summer sale starts now!,66628,16583,1043
2022-10-06 18:30:54,Summer sale starts now!,60392,3203,1684
2023-10-19 16:37:54,New arrivals just for you,28711,26066,514
2023-07-06 13:12:03,Your weekly newsletter,70886,4302,2943
2023-07-04 09:09:18,Limited time offer: 65% off!,5170,3303,72
2022-09-11 13:16:48,Your weekly newsletter,16353,16353,470
2022-08-19 13:13:21,Limited time offer: 65% off!,89225,25090,1910
2022-11-20 02:51:34,Your weekly newsletter,79728,37762,3933
2022-04-25 11:51:16,New arrivals just for you,61205,45852,4147
2023-11-13 21:22:22,Don't miss out on these fantastic deals,14666,9091,3246
2023-11-06 22:00:08,Summer sale starts now!,83181,8076,3597
2022-12-14 19:48:08,Don't miss out on these fantastic deals,42675,21899,2844
2022-11-25 04:19:47,Don't miss out on these fantastic deals,33001,30660,1663
2023-09-02 19:56:42,Your weekly newsletter,18574,10383,747
2023-01-21 08:17:08,Don't miss out on these fantastic deals,76034,13205,1510
2022-07-16 06:07:39,Don't miss out on these fantastic deals,22560,22560,1768
2023-09-12 11:30:38,New arrivals just for you,6255,6255,1687
2023-12-25 01:35:31,Summer sale starts now!,22070,22070,3885
2022-12-26 11:08:39,Summer sale starts now!,76378,45563,45
2022-09-30 01:00:31,Don't miss out on these fantastic deals,86320,18803,1276
2022-11-09 07:22:44,Summer sale starts now!,20672,20672,3444
2022-08-14 13:23:10,Your weekly newsletter,8665,8665,3559
2022-03-17 04:41:36,Your weekly newsletter,89611,21174,2264
2022-04-13 12:49:14,Limited time offer: 65% off!,58647,41844,1266
2022-10-10 18:03:34,Don't miss out on these fantastic deals,68755,49780,4682
2022-12-28 08:58:27,Limited time offer: 65% off!,95332,44323,2880
2022-04-12 02:20:57,Summer sale starts now!,14024,14024,4011
2022-09-06 14:38:55,Don't miss out on these fantastic deals,26171,26171,1074
2023-04-17 01:19:40,Your weekly newsletter,94202,11857,1207
2023-02-10 09:49:46,Your weekly newsletter,28982,28982,1634
2023-12-29 11:47:41,Limited time offer: 65% off!,34663,6232,1389
2022-06-18 06:18:58,Don't miss out on these fantastic deals,33643,9959,641
2023-03-19 09:58:15,Don't miss out on these fantastic deals,24710,24710,3620
2023-07-14 22:38:04,Summer sale starts now!,91828,45460,1924
2023-04-21 07:20:49,Your weekly newsletter,10808,8307,205
2023-07-27 19:24:11,Don't miss out on these fantastic deals,63241,31306,403
2022-04-26 12:40:04,Summer sale starts now!,4252,4252,4252
2023-08-06 15:50:49,New arrivals just for you,70237,12005,445
2022-02-28 23:06:38,Your weekly newsletter,91694,42284,1526
2023-06-11 16:27:34,Don't miss out on these fantastic deals,59791,9345,1403
2023-11-27 03:23:39,Your weekly newsletter,15645,15645,4933
2023-12-30 09:12:35,Limited time offer: 65% off!,54880,14742,1844
2023-01-18 19:04:57,Don't miss out on these fantastic deals,88655,19589,2612
2023-02-27 21:46:00,New arrivals just for you,39896,12011,2958
2023-06-16 02:04:51,Limited time offer: 65% off!,89319,19423,3357
2022-11-20 11:35:32,New arrivals just for you,75024,16667,3502
2022-10-31 21:14:40,Your weekly newsletter,14404,14404,1844
2023-12-28 07:44:49,Limited time offer: 65% off!,95826,3340,3340
2023-04-17 10:05:32,Don't miss out on these fantastic deals,19392,7937,631
2022-08-23 00:44:18,Limited time offer: 65% off!,14419,14419,2903
2023-05-24 22:30:43,Don't miss out on these fantastic deals,97935,18774,578
2022-10-06 02:01:39,Limited time offer: 65% off!,56363,16120,2922
2022-11-28 19:09:12,Don't miss out on these fantastic deals,50231,31619,942
2022-10-24 01:44:57,Your weekly newsletter,37857,29721,1020
2023-09-13 23:46:43,New arrivals just for you,85505,20188,747
2022-10-15 03:30:12,Don't miss out on these fantastic deals,74843,19566,2123
2023-11-13 13:42:13,Summer sale starts now!,83514,2756,2756
2023-01-28 19:50:21,New arrivals just for you,26872,2786,2786
2023-10-22 01:53:34,New arrivals just for you,15835,13226,3651
2022-05-22 05:04:55,Limited time offer: 65% off!,75540,1637,1637
2023-11-20 16:34:57,New arrivals just for you,23824,22929,3397
2023-04-19 09:35:40,Limited time offer: 65% off!,18872,6000,4218
2023-06-10 22:39:10,Don't miss out on these fantastic deals,20860,20860,3713
2023-05-04 21:32:47,Don't miss out on these fantastic deals,7860,7860,2703
2023-05-23 14:01:57,Your weekly newsletter,60032,28163,2587
2023-07-28 01:56:55,Summer sale starts now!,82414,6905,1453
2022-01-01 08:55:09,Limited time offer: 65% off!,6771,6771,202
2022-01-10 21:49:43,Summer sale starts now!,57332,21554,3494
2022-05-20 08:45:43,Your weekly newsletter,48150,18660,1744
2023-02-13 01:44:43,New arrivals just for you,52766,26926,2699
2023-07-31 13:41:19,New arrivals just for you,71012,31067,692
2022-08-11 00:51:29,Summer sale starts now!,32603,18857,951
2022-02-16 04:10:13,Limited time offer: 65% off!,34351,3823,3389
2023-03-24 16:28:38,Your weekly newsletter,43617,33099,3937
2023-10-19 16:33:27,New arrivals just for you,47931,8256,1957
2023-04-08 00:35:02,Limited time offer: 65% off!,66824,40327,3945
2023-10-13 10:44:56,Don't miss out on these fantastic deals,95030,48507,4243
2022-09-22 02:23:14,New arrivals just for you,66443,1916,476
2022-12-15 04:55:25,New arrivals just for you,12380,734,734
2023-05-29 21:03:08,Don't miss out on these fantastic deals,91743,10822,869
2023-06-30 07:25:03,Limited time offer: 65% off!,7917,7917,4778
2023-11-05 02:35:02,Don't miss out on these fantastic deals,7344,7344,3914
2023-02-23 05:37:45,Your weekly newsletter,67723,46920,4125
2022-04-16 12:04:08,Don't miss out on these fantastic deals,31721,9053,629
2023-05-14 14:33:32,Your weekly newsletter,89381,21950,1751
2023-10-21 18:54:37,New arrivals just for you,51258,24563,2452
2023-07-15 21:30:11,New arrivals just for you,95507,31695,2914
2022-12-28 07:51:19,Limited time offer: 65% off!,72619,24334,198
2022-08-09 14:22:25,Don't miss out on these fantastic deals,81614,43832,3356
2023-11-15 15:11:57,New arrivals just for you,55684,46145,4065
2023-02-08 16:09:21,Your weekly newsletter,36505,36505,4224
2022-10-01 22:21:03,Limited time offer: 65% off!,91336,38472,2172
2023-03-24 13:25:50,Summer sale starts now!,76426,2275,2275
2023-10-27 06:10:04,Don't miss out on these fantastic deals,92001,7580,191
2023-02-15 12:27:52,Limited time offer: 65% off!,41074,41074,3814
2022-07-01 04:11:29,Your weekly newsletter,75643,16413,1165
2022-09-01 05:08:12,Don't miss out on these fantastic deals,25955,25955,2913
2022-11-25 23:06:30,Don't miss out on these fantastic deals,96281,44408,2873
2022-09-20 23:03:47,Don't miss out on these fantastic deals,49162,46364,3937
2022-06-11 00:36:09,Don't miss out on these fantastic deals,83239,17560,2641
2022-12-30 04:46:40,Limited time offer: 65% off!,25640,17872,2911
2023-06-13 15:18:31,New arrivals just for you,92670,37245,1573
2022-08-19 08:10:02,Summer sale starts now!,8007,8007,4822
2023-11-11 22:26:14,Don't miss out on these fantastic deals,43153,8003,3318
2023-08-19 14:41:41,Don't miss out on these fantastic deals,35636,35636,1583
2022-12-18 11:25:27,Summer sale starts now!,39269,34514,4097
2023-01-14 16:39:27,Don't miss out on these fantastic deals,33110,33110,2174
2023-01-10 02:42:49,Your weekly newsletter,70976,10597,638
2022-02-14 23:56:32,Limited time offer: 65% off!,20984,20984,3832
2022-12-11 16:23:09,Limited time offer: 65% off!,14197,14197,1035
2022-03-03 03:12:16,New arrivals just for you,20103,4037,4037
2023-03-05 15:24:45,Don't miss out on these fantastic deals,66536,22775,470
2022-06-20 09:46:05,Limited time offer: 65% off!,37391,35994,4790
2022-10-17 09:26:48,Summer sale starts now!,82412,20105,213
2023-10-07 22:01:02,Limited time offer: 65% off!,84606,38068,1631
2022-03-27 23:37:53,Limited time offer: 65% off!,45893,45166,4744
